title,description,identifier,licence,keywords,issued,modified,publisher.name,publisher.mbox,contactPoint.fn,contactPoint.hasEmail,landingPage,updateFrequency,theme,distribution.0.downloadURL,distribution.0.title,distribution.0.description,distribution.0.format,distribution.1.downloadURL,distribution.0.size,distribution.1.title,distribution.1.description,distribution.1.format,distribution.1.size,distribution.2.downloadURL,distribution.2.title,distribution.2.format,distribution.3.downloadURL,distribution.3.title,distribution.3.format,distribution.4.downloadURL,distribution.4.title,distribution.4.format,distribution.5.downloadURL,distribution.5.title,distribution.5.format,distribution.6.downloadURL,distribution.6.title,distribution.6.format,distribution.7.downloadURL,distribution.7.title,distribution.7.format,distribution.8.downloadURL,distribution.8.title,distribution.8.format,distribution.9.downloadURL,distribution.9.title,distribution.9.format,distribution.10.downloadURL,distribution.10.title,distribution.10.format,distribution.11.downloadURL,distribution.11.title,distribution.11.format,distribution.12.downloadURL,distribution.12.title,distribution.12.format,distribution.13.downloadURL,distribution.13.title,distribution.13.format,distribution.14.downloadURL,distribution.14.title,distribution.14.format,distribution.15.downloadURL,distribution.15.title,distribution.15.format,distribution.16.downloadURL,distribution.16.title,distribution.16.format,distribution.17.downloadURL,distribution.17.title,distribution.17.format,distribution.18.downloadURL,distribution.18.title,distribution.18.format,distribution.19.downloadURL,distribution.19.title,distribution.19.format,distribution.20.downloadURL,distribution.20.title,distribution.20.format,distribution.21.downloadURL,distribution.21.title,distribution.21.format,distribution.22.downloadURL,distribution.22.title,distribution.22.format,distribution.23.downloadURL,distribution.23.title,distribution.23.format,distribution.24.downloadURL,distribution.24.title,distribution.24.format
Christmas/New Year holiday period road deaths,Number of road deaths for Christmas-New Year holiday periods,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/christmasnew-year-holiday-period-road-deaths,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries",,,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/christmasnew-year-holiday-period-road-deaths,Annual,transport,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/christmasnew-year-holiday-period-road-deaths,Number of road deaths for Christmas-New Year holiday period since 1958/59,Holiday period road deaths,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holiday road deaths - Labour Day Weekend,Number of road deaths for Labour holiday periods,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/holiday-road-deaths-labour-day-weekend,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries",,,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/holiday-road-deaths-labour-day-weekend,Annual,transport,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/holiday-road-deaths-labour-day-weekend,Number of road deaths for Labour holiday periods since 1980,Holiday period road deaths,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holiday road deaths - Queen's Birthday,Number of road deaths for Queen's Birthday holiday periods,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/holiday-road-deaths-queens-birthday,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries",,,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/holiday-road-deaths-queens-birthday,Annual,transport,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/holiday-road-deaths-queens-birthday,Number of road deaths for Queen's Birthday holiday period since 1980,Holiday period road deaths,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holiday road deaths- Easter,Number of road deaths for Easter holiday periods,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/holidayroaddeathseaster,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries",,,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/holidayroaddeathseaster,Annual,transport,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/holidayroaddeathseaster,Historical Easter fatalities and injuries since 1980,Holiday period road deaths,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly road deaths data from 1965,Number of road deaths for every month since 1965,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/monthly-road-deaths-data-from-1965,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries",,,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/monthly-road-deaths-data-from-1965,Monthly,transport,https://www.transport.govt.nz/mot-resources/road-safety-resources/road-deaths/monthly-road-deaths-data-from-1965,Number of road deaths for every month since 1965,Holiday period road deaths,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rail safety statistics,Information about rail safety in New Zealand from 2000,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadcrashstatistics/raillevelcrossingstatistics/,Creative Commons Attribution 4.0 International (BY) Licence,"safety, accidents, deaths, injuries, rail",,08-12-2017,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadcrashstatistics/raillevelcrossingstatistics/,Other-Unknown,transport,https://www.transport.govt.nz/assets/Uploads/Research/Documents/daafb03d1e/Rail-Safety-Statistics-December2015.xls,July to December 2015 rail safety statistics,Information about rail safety in New Zealand,XLSX,https://www.transport.govt.nz/assets/Uploads/Research/Documents/f0b73ce1f8/Rail-Safety-Statistics-June2015.xls,,Information about rail safety in New Zealand,January to June 2015 rail safety statistics,XLSX,,https://www.transport.govt.nz/assets/Uploads/Research/Documents/512f7084b9/Rail-Safety-Statistics-December2014.xls,July to December 2014 rail safety statistics,XLSX,https://www.transport.govt.nz/assets/Uploads/Research/Documents/fa2f87f234/Rail-incidents-June-2014.xls,Information about rail safety in New Zealand,XLSX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Attitudes to Road Safety Survey,"The New Zealand Public Attitudes Survey has been undertaken periodically since 1974, and annually since 1994, to evaluate attitudes to road safety issues, primarily alcohol-impaired driving and speed. It was last run in 2016.",https://www.transport.govt.nz/mot-resources/road-safety-resources/roadsafetysurveys/publicattitudestoroadsafety-survey/,Creative Commons Attribution 4.0 International (BY) Licence,"safety, surveys",,10-03-2020,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadsafetysurveys/publicattitudestoroadsafety-survey/,Other-Unknown,transport,https://www.transport.govt.nz/assets/Import/Uploads/Research/Documents/c88e18ff17/Road-safety-attitudes-tables-2016-final.xlsx,Public attitudes to Safety results 2016,"The New Zealand Public Attitudes Survey has been undertaken periodically since 1974, and annually since 1994, to evaluate attitudes to road safety issues, primarily alcohol-impaired driving and speed. It was last run in 2016.",XLSX,https://www.transport.govt.nz/assets/Uploads/Research/Documents/fa9bff5679/Road-safety-attitudes-tables-2015-final.xls,,Public attitudes to Safety results 2015,"The New Zealand Public Attitudes Survey has been undertaken periodically since 1974, and annually since 1994, to evaluate attitudes to road safety issues, primarily alcohol-impaired driving and speed. It was last run in 2016.",XLSX,,https://www.transport.govt.nz/assets/Uploads/Research/Documents/6e60f82622/Road-Safety-tables-2014-final.xlsx,Public attitudes to Safety results 2014,XLSX,https://www.transport.govt.nz/assets/Uploads/Research/Documents/551e9216a2/Public-Attitudes-to-Road-Safety-survey-Nov-2013.pdf,Public attitudes to Safety results 2013,PDF,https://www.transport.govt.nz/assets/Import/Documents/Public-Attitudes-to-Road-Safety-survey-2012-summary-report-final.pdf,Public attitudes to Safety results 2012,PDF,https://www.transport.govt.nz/assets/Import/Documents/Public-Attitudes-to-Road-Safety-survey-2011-summary-report.pdf,Public attitudes to Safety results 2011,PDF,https://www.transport.govt.nz/assets/Import/Documents/Public-Attitudes-to-Road-Safety-survey-2010-summary.pdf,Public attitudes to Safety results 2010,PDF,https://www.transport.govt.nz/assets/Import/Documents/Public20Attitudes20to20Road20Safety20survey20200920summary20report.pdf,Public attitudes to Safety results 2009,PDF,https://www.transport.govt.nz/assets/Import/Documents/Public20Attitudes20to20Road20Safety20survey20200820summary20report.pdf,Public attitudes to Safety results 2008,PDF,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadsafetysurveys/publicattitudestoroadsafety-survey/2007publicattitudestoroadsafetysurvey/,Public attitudes to Safety results 2007,HTML,https://www.transport.govt.nz/assets/Import/Documents/attitudessurvey2006summaryfinal2.pdf,Public attitudes to Safety results 2006,PDF,https://www.transport.govt.nz/assets/Import/Documents/public-attitudes-survey-2005.pdf,Public attitudes to Safety results 2005,PDF,https://www.transport.govt.nz/assets/Import/Documents/2004.pdf,Public attitudes to Safety results 2004,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed surveys,Each year the Ministry conducted speed surveys which were designed to monitor changes in vehicle speeds in both 100 km/h limit areas and main urban 50 km/h areas. These were last run in 2016.,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadsafetysurveys/speedsurveys/,Creative Commons Attribution 4.0 International (BY) Licence,"safety, surveys",,10-03-2020,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadsafetysurveys/speedsurveys/,Other-Unknown,transport,https://www.transport.govt.nz/assets/Uploads/Research/Documents/dd11345741/Speed-survey-results-2015.pdf,The latest speed survey results summary,Each year the Ministry conducted speed surveys which were designed to monitor changes in vehicle speeds in both 100 km/h limit areas and main urban 50 km/h areas. These were last run in 2016.,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safety belt and child restraint surveys,The Ministry undertook annual safety belt and child restraint surveys prior to 2016.,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadsafetysurveys/safetybeltstatisticsandchildrestraintsurveys/,Creative Commons Attribution 4.0 International (BY) Licence,"safety, surveys",,10-03-2020,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadsafetysurveys/safetybeltstatisticsandchildrestraintsurveys/,Other-Unknown,transport,https://www.transport.govt.nz/assets/Uploads/Research/Documents/c953773a2a/Front-seatbelt-survey-2016-graphs-and-tables.xlsx,2016 adult front seat occupants,The Ministry undertook annual safety belt and child restraint surveys prior to 2016.,XLSX,https://www.transport.govt.nz/assets/Uploads/Research/Documents/2a735664b0/Rear-seatbelt-survey-2014-graphs-and-tables.xlsx,,Safety belt statistics - 2014 adult rear seat occupants,The Ministry undertook annual safety belt and child restraint surveys prior to 2016.,XLSX,,https://www.transport.govt.nz/assets/Uploads/Research/Documents/85d3b44a2e/Child-restraints-0-4-years-graphs-and-tables-2016.xlsx,Spreadsheet of 2016 survey results for child restraint use by children under 5 years old,XLSX,https://www.transport.govt.nz/assets/Uploads/Research/Documents/ff9cfec175/Child-restraints-5-9-years-graphs-and-tables-2015.xlsx,Results of child restraint use by children aged 5-9 years national survey 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell phone use by drivers survey 2013,Data from a 2013 about cellphone use by drivers,http://www.transport.govt.nz/research/roadsafetysurveys/cell-phone-use-by-drivers/,Creative Commons Attribution 4.0 International (BY) Licence,"road safety, cellphone, driving, transport",,24-03-2014,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadsafetysurveys/cell-phone-use-by-drivers/,Other-Unknown,transport,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadsafetysurveys/cell-phone-use-by-drivers/,Cell phone use by drivers,"Survey of over 37,000 drivers carried out in June 2013",HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle helmet use survey 2015,Data from a 2015 survey on cycle helmet wearing rates.,http://www.transport.govt.nz/research/roadsafetysurveys/cyclehelmetusesurvey2015,Creative Commons Attribution 4.0 International (BY) Licence,"safety, cycling",,06-05-2015,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadsafetysurveys/cyclehelmetusesurvey2015/,Other-Unknown,transport,https://www.transport.govt.nz/assets/Uploads/Research/Documents/a4fb013a16/Cycle-helmet-survey-2015.xlsx,Cycle helmet wearing survey results 2015,National survey of helmet use in New Zealand by cyclists of all ages in March and April 2015.,XLXS,,29.6 KB,,,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High risk drivers statistics,A one-off report report on the impact of high-risk drivers in fatal and serious crashes: 2006?2010,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadcrashstatistics/highriskdriversstatistics/,Creative Commons Attribution 4.0 International (BY) Licence,"safety, accidents, deaths, injuries",,26-04-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/road-safety-resources/roadcrashstatistics/highriskdriversstatistics/,Other-Unknown,transport,https://www.transport.govt.nz/assets/Import/Documents/High-risk-drivers-in-fatal-and-serious-crashes-2006-2010.pdf,Full high-risk drivers report,A one-off report report on the impact of high-risk drivers in fatal and serious crashes: 2006?2010,PDF,https://www.transport.govt.nz/assets/Import/Documents/High-risk-drivers-plus-other-young-drivers-in-fatal-and-serious-crashes-2006-2010.pdf,,Addendum - high risk drivers and young drivers,High-risk drivers plus other young drivers in fatal and serious crashes: 2006?2010,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Household Travel Survey 2015 - 2018,Results from the New Zealand Household Travel Survey 2015 - 2018,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results,https://creativecommons.org/licenses/by/4.0,travel,,,Ministry of Transport,travelsurvey@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results,Other-Unknown,transport,https://www.transport.govt.nz/assets/Uploads/Research/Documents/ad72eca7be/Regions_travel-by-residents-2015_2018_revised.xlsx,Regional,Regional results from the New Zealand Household Travel Survey 2015 - 2018,XLSX,https://www.transport.govt.nz/assets/Uploads/Research/Documents/9c213acacd/Main-urban-areas_travel-by-residents-2015_2018.xlsx,56KB,Main Urban Area,Results from the New Zealand Household Travel Survey 2015 - 2018 Main Urban Areas,XLSX,41KB,https://www.transport.govt.nz/assets/Uploads/Research/Documents/2b6924d417/Mode-and-purpose_travel-by-residents-2015_2018.xlsx,Travel by purpose and mode (HTS 2015 - 2018),XLSX,https://www.transport.govt.nz/assets/Uploads/Research/Documents/ca48f68f17/Age-groups_travel-by-residents-2015_2018.xlsx,Age (results from the HTS 2015 - 2018),XLSX,https://www.transport.govt.nz/assets/Uploads/Research/Documents/a3c0e462ae/Gender_travel-by-residents-2015_2018.xlsx,Gender (results from the HTS 2015 - 218),XLSX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overview (HTS 2015 - 2018),Results from the New Zealand Household Travel Survey 2015 - 2018,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/overview,https://creativecommons.org/licenses/by/4.0,travel,,,Ministry of Transport,travelsurvey@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/overview,,transport,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/overview,Overview,Overview of results from the Household Travel Survey 2015 - 2018,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The average trip (HTS 2015 - 2018),Results from the New Zealand Household Travel Survey 2015 - 2018,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/the-average-trip,https://creativecommons.org/licenses/by/4.0,travel,,,Ministry of Transport,travelsurvey@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/the-average-trip,,transport,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/the-average-trip,The average trip,Results from the Household Travel Survey 2015 - 2018 - the average trip,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why we travel (HTS 2015 - 2018),Results from the New Zealand Household Travel Survey 2015 - 2018,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/why-we-travel,https://creativecommons.org/licenses/by/4.0,travel,,,Ministry of Transport,travelsurvey@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/why-we-travel,,transport,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/why-we-travel,Why we travel,Results from the Household Travel Survey 2015 - 2018 - why we travel,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public transport use in the past year (HTS 2015 - 2018),Results from the New Zealand Household Travel Survey 2015 - 2018,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/public-transport-use-in-the-past-year,https://creativecommons.org/licenses/by/4.0,"travel, bus",,,Ministry of Transport,travelsurvey@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/public-transport-use-in-the-past-year,,transport,https://www.transport.govt.nz/mot-resources/household-travel-survey/new-results/public-transport-use-in-the-past-year,Public transport use in the past year,Results from the Household Travel Survey 2015 - 2018 - PT use in the past year,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
